,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLF,CLP,CNH,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VEF,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XDR,XOF,XPD,XPF,XPT,YER,ZAR,ZMW,ZWL
2019-07-16,3.670751,80.198899,106.135677,,,,42.398331,1.420352,,,1.727757,1.977535,83.01545,1.729977,0.374356,1815.752087,0.998757,1.349494,6.742142,3.751465,0.995205,,,10.454626,,1.974161,1.304653,,0.984195,,668.273841,,6.868585,3152.814775,568.229444,,0.97496,97.913337,22.706979,174.276327,6.629639,50.110993,118.682294,16.586752,,28.974427,0.887942,2.129906,,0.798792,,,5.347807,,,9099.449299,7.510655,,7.825786,24.060558,6.56189,93.171728,288.621026,13905.167821,3.53534,,68.465637,1168.264962,,125.510567,,131.433138,0.702273,107.888475,101.323033,,3988.900551,,,1178.209909,0.30341,0.816729,380.802699,8524.24081,1505.94921,172.837862,,13.695614,1.370982,9.287871,17.450719,3613.212573,54.263008,1493.606819,,7.895134,,,34.514296,15.127864,747.016516,18.976026,4.099006,,13.695614,357.840526,32.5626,8.535074,108.248979,1.486947,0.38368,0.979222,3.281034,3.320014,50.874623,159.421062,3.783253,5903.036761,3.512875,4.195081,104.404191,62.674481,902.148819,3.745871,,12.771266,45.131415,9.347363,1.355976,,,543.775528,,,,,8.549103,,13.724916,30.857752,,,2.86086,,5.706535,6.658586,30.208666,2293.997514,25.534541,3658.231131,1.0,34.661694,8559.846919,,,22878.707157,,,582.454271,,,,,582.454271,,105.895933,,,13.899396,12.478245,
2019-07-17,3.670888,80.217624,106.626828,,,,42.673921,1.424813,,,1.735462,1.976543,82.974492,1.737781,0.374331,1815.733143,0.998395,1.350428,6.738584,3.764895,0.994738,,,10.438816,,1.973154,1.308598,,0.987959,,667.552622,,6.867374,3149.482697,564.092044,,0.973956,98.349982,22.81056,174.18837,6.65965,50.117731,118.792365,16.605423,,28.661256,0.891902,2.134945,,0.805744,,,5.333125,,,9095.433286,7.506868,,7.816893,24.049233,6.589369,93.248305,290.439707,13743.935248,3.547449,,68.616661,1167.677488,,126.070282,,133.446308,0.702283,108.198359,101.418123,,3993.93507,,,1177.577595,0.303603,0.816357,381.082768,8519.800571,1478.059222,172.779165,,13.679986,1.370318,9.304317,17.433107,3613.093115,54.263289,1492.864788,,7.881823,,,34.579022,15.066001,747.574028,19.100517,4.106315,,13.679986,359.436318,32.547271,8.573136,108.294684,1.49224,0.383696,0.978773,3.28416,3.329825,50.746522,158.990367,3.7962,5888.60132,3.510614,4.214592,104.869782,62.988762,901.712451,3.746343,,12.768462,45.113271,9.386283,1.35792,,,543.435605,,,,,8.545309,,13.705851,30.893685,,,2.876918,,5.714146,6.651088,30.219408,2293.168123,25.695683,3653.585355,1.0,34.604888,8559.400464,,,22867.463432,,,585.05173,,,,,585.05173,,106.368177,,,13.95264,12.483054,
2019-07-18,3.67008,80.0,106.536064,,,,42.485307,1.426002,,,1.73268,1.972484,82.805877,1.734907,0.374087,1812.288513,0.99626,1.349599,6.724844,3.75886,0.992787,,,10.439893,,1.969101,1.304987,,0.986554,,668.788958,,6.863224,3153.161175,560.997329,,0.972395,98.192342,22.795904,173.837934,6.64951,50.105966,118.73553,16.58415,,28.60374,0.890472,2.13179,,0.804007,,,5.322262,,,9032.590917,7.479074,,7.81122,24.00089,6.579074,93.098842,290.487088,13964.381122,3.536598,,68.759573,1165.271594,,125.538736,,133.33927,0.702137,107.908281,101.246661,,3986.821193,,,1178.09439,0.303473,0.814604,380.801425,8502.493143,1504.897596,172.404274,,13.734639,1.368477,9.292075,17.334817,3606.767498,54.252004,1493.32146,,7.862511,,,34.577026,15.097952,746.34016,19.067142,4.111042,,13.734639,357.462155,32.511131,8.582636,108.56634,1.483882,0.383615,0.97667,3.281567,3.323063,50.90472,159.51024,3.79537,5857.079252,3.50374,4.208281,104.701692,62.923419,900.979519,3.745592,,12.766696,45.022262,9.357792,1.360018,,,542.297418,,,,,8.527159,,13.761354,30.869991,,,2.862689,,5.688246,6.627961,30.163847,2291.7187,25.56634,3648.174443,1.0,34.544969,8532.235263,,,22822.796082,,,584.11398,,,,,584.11398,,106.197685,,,14.004452,12.537845,
2019-07-19,3.669774,79.737169,106.331025,,,,42.355709,1.414846,,,1.727757,1.965903,82.528858,1.730066,0.374179,1806.25111,0.992985,1.345587,6.702273,3.714083,0.989433,,,10.416445,,1.962529,1.30341,,0.982508,,666.977446,,6.869029,3125.910052,559.190197,,0.968744,97.913337,22.67155,173.255194,6.628663,49.958267,118.771089,16.592968,,28.645001,0.887942,2.121648,,0.797194,,,5.301989,,,9009.323211,7.458977,,7.813976,23.923815,6.558338,92.816551,289.018824,13909.60753,3.524685,,68.77464,1161.42781,,124.631504,,132.427633,0.702096,107.390339,101.243118,,3973.450453,,,1170.129639,0.303587,0.811934,380.33209,8473.983662,1502.397443,171.825608,,13.746226,1.367075,9.293198,17.232286,3593.677855,54.248801,1490.8542,,7.836175,,,34.505416,15.087018,740.383591,18.966969,4.096519,,13.746226,357.059137,32.40277,8.546262,108.009235,1.475404,0.383591,0.973451,3.274019,3.311934,50.791156,159.190197,3.77686,5880.838217,3.49192,4.196857,104.377553,62.858284,898.153081,3.74525,,12.767714,44.871248,9.315131,1.356597,,,540.490144,,,,,8.49849,,13.777304,30.764518,,,2.846475,,5.618007,6.61117,30.048837,2287.249068,25.687267,3638.963062,1.0,34.489433,8497.247025,,,22759.722962,,,582.454271,,,,,582.454271,,105.895933,,,13.866365,12.625644,
2019-07-20,3.669774,79.737169,106.331025,,,,42.355709,1.414846,,,1.727757,1.965903,82.528858,1.730066,0.374179,1806.25111,0.992985,1.345587,6.702273,3.714083,0.989433,,,10.416445,,1.962529,1.30341,,0.982508,,666.977446,,6.869029,3125.910052,559.190197,,0.968744,97.913337,22.67155,173.255194,6.628663,49.958267,118.771089,16.592968,,28.645001,0.887942,2.121648,,0.797194,,,5.301989,,,9009.323211,7.458977,,7.813976,23.923815,6.558338,92.816551,289.018824,13909.60753,3.524685,,68.77464,1161.42781,,124.631504,,132.427633,0.702096,107.390339,101.243118,,3973.450453,,,1170.129639,0.303587,0.811934,380.33209,8473.983662,1502.397443,171.825608,,13.746226,1.367075,9.293198,17.232286,3593.677855,54.248801,1490.8542,,7.836175,,,34.505416,15.087018,740.383591,18.966969,4.096519,,13.746226,357.059137,32.40277,8.546262,108.009235,1.475404,0.383591,0.973451,3.274019,3.311934,50.791156,159.190197,3.77686,5880.838217,3.49192,4.196857,104.377553,62.858284,898.153081,3.74525,,12.767714,44.871248,9.315131,1.356597,,,540.490144,,,,,8.49849,,13.777304,30.764518,,,2.846475,,5.618007,6.61117,30.048837,2287.249068,25.687267,3638.963062,1.0,34.489433,8497.247025,,,22759.722962,,,582.454271,,,,,582.454271,,105.895933,,,13.866365,12.625644,
2019-07-21,3.669774,79.737169,106.331025,,,,42.355709,1.414846,,,1.727757,1.965903,82.528858,1.730066,0.374179,1806.25111,0.992985,1.345587,6.702273,3.714083,0.989433,,,10.416445,,1.962529,1.30341,,0.982508,,666.977446,,6.869029,3125.910052,559.190197,,0.968744,97.913337,22.67155,173.255194,6.628663,49.958267,118.771089,16.592968,,28.645001,0.887942,2.121648,,0.797194,,,5.301989,,,9009.323211,7.458977,,7.813976,23.923815,6.558338,92.816551,289.018824,13909.60753,3.524685,,68.77464,1161.42781,,124.631504,,132.427633,0.702096,107.390339,101.243118,,3973.450453,,,1170.129639,0.303587,0.811934,380.33209,8473.983662,1502.397443,171.825608,,13.746226,1.367075,9.293198,17.232286,3593.677855,54.248801,1490.8542,,7.836175,,,34.505416,15.087018,740.383591,18.966969,4.096519,,13.746226,357.059137,32.40277,8.546262,108.009235,1.475404,0.383591,0.973451,3.274019,3.311934,50.791156,159.190197,3.77686,5880.838217,3.49192,4.196857,104.377553,62.858284,898.153081,3.74525,,12.767714,44.871248,9.315131,1.356597,,,540.490144,,,,,8.49849,,13.777304,30.764518,,,2.846475,,5.618007,6.61117,30.048837,2287.249068,25.687267,3638.963062,1.0,34.489433,8497.247025,,,22759.722962,,,582.454271,,,,,582.454271,,105.895933,,,13.866365,12.625644,
2019-07-22,3.670619,80.032091,106.890711,,,,42.371189,1.419772,,,1.734534,1.97816,83.023712,1.736851,0.374309,1817.347121,0.999198,1.33892,6.74425,3.745587,0.995543,,,10.447495,,1.974773,1.304867,,0.982796,,671.242646,,6.831432,3137.992512,563.344625,,0.975218,98.297379,22.753967,174.335889,6.654484,50.249599,118.907114,16.596541,,28.540738,0.891424,2.109913,,0.799251,,,5.367534,,,9063.380103,7.500624,,7.807363,24.06757,6.577019,93.269745,289.753967,13755.304154,3.537172,,68.813514,1168.657515,,124.772687,,133.633446,0.702264,107.808879,101.559993,,3998.306115,,,1175.254056,0.303441,0.81708,383.05402,8527.545195,1479.318952,172.998752,,13.752006,1.373507,9.327866,17.304332,3617.044126,54.259226,1500.178285,,7.876359,,,34.507042,15.106971,759.09253,19.024158,4.049652,,13.752006,359.734356,32.603851,8.571671,108.691389,1.478338,0.383669,0.979586,3.220895,3.33268,50.961847,158.816188,3.789446,5863.9688,3.513906,4.209663,104.858264,62.979943,903.726154,3.747459,,12.766982,45.148868,9.383491,1.360314,,,543.858085,,,,,8.552327,,13.778748,30.805848,,,2.860581,,5.647263,6.648422,30.205028,2259.582813,25.515243,3657.60394,1.0,34.654127,8566.410947,,,22932.786593,,,584.738813,,,,,584.738813,,106.311285,,,13.917365,12.75361,
2019-07-23,3.67098,80.144565,106.853471,,,,42.449581,1.422541,,,1.736391,1.977869,83.009102,1.738711,0.374353,1816.705336,0.998751,1.351508,6.746386,3.737908,0.995181,,,10.443512,,1.973943,1.31269,,0.982509,,676.798144,,6.872568,3134.481528,563.028735,,0.974478,98.402641,22.776816,174.263787,6.661788,50.278422,118.820275,16.598251,,28.673032,0.892379,2.127789,,0.801624,,,5.36534,,,9115.74121,7.497412,,7.809477,24.063002,6.590487,93.298233,290.008031,13938.961271,3.529002,,68.85597,1168.124219,,124.540425,,133.116188,0.702302,107.897555,101.820453,,3997.590755,,,1174.460111,0.303677,0.816705,381.947171,8523.826343,1508.12065,172.978761,,13.729252,1.373193,9.336962,17.281813,3613.06443,54.265572,1500.535427,,7.87703,,,34.561842,15.123148,743.708727,19.050776,4.114135,,13.729252,358.334821,32.590576,8.617259,108.879172,1.483937,0.383723,0.979118,3.28458,3.331251,50.968231,159.780475,3.788685,5869.712743,3.512315,4.208995,104.890237,63.029627,903.355345,3.746564,,12.76816,45.132072,9.416206,1.361235,,,543.637337,,,,,8.548099,,13.756024,30.825451,,,2.85945,,5.668392,6.645993,30.223987,2296.448242,25.40871,3660.092807,1.0,34.629663,8562.912368,,,22887.738711,,,585.364983,,,,,585.364983,,106.425129,,,13.861057,12.798501,
2019-07-24,3.670523,79.221594,107.129405,,,,42.611425,1.42893,,,1.744956,1.979733,83.110035,1.747198,0.374227,1827.01103,1.00009,1.349834,6.754461,3.769796,0.996413,,,10.456461,,1.976325,1.313873,,0.985382,,678.468299,,6.869608,3141.780917,562.371088,,0.975697,98.887992,22.906825,174.477625,6.694467,50.431351,119.056587,16.595821,,28.565151,0.896781,2.135952,,0.804053,,,5.404807,,,9164.380056,7.493947,,7.809883,24.135952,6.620572,93.579051,291.907452,13815.711954,3.53475,,68.957941,1163.75213,,122.715452,,132.463456,0.701193,108.232446,101.793561,,4002.421397,,,1177.56255,0.30365,0.817685,383.28401,8534.032643,1480.405345,173.365617,,13.718949,1.375482,9.356112,17.306071,3582.010582,54.257017,1494.843512,,7.887902,,,34.848892,15.099094,742.794368,19.180074,4.113353,,13.718949,358.792933,33.238275,8.682091,109.057484,1.492602,0.383643,0.980361,3.286342,3.335306,51.090485,159.994619,3.817595,5879.921263,3.516366,4.226168,105.506233,63.197023,905.120617,3.745673,,13.084028,45.190566,9.4735,1.365169,,,544.166442,,,,,8.558874,,13.743162,30.876155,,,2.86342,,5.717514,6.6351,30.273518,2293.606044,25.437181,3664.693749,1.0,34.592413,8616.536454,,,22914.536813,,,588.252175,,,,,588.252175,,106.950049,,,13.933997,12.965653,
2019-07-25,3.670705,80.093341,107.072339,,,,42.825346,1.432777,,,1.746365,1.976396,82.970741,1.748519,0.37426,1816.101239,0.998384,1.350206,6.737929,3.768982,0.994794,,,10.44965,,1.972985,1.314127,,0.984563,,679.680488,,6.86322,3148.178065,562.232992,,0.973793,98.967869,22.88135,174.178783,6.700054,50.277329,119.269431,16.586789,,28.662718,0.897505,2.137588,,0.800933,,,5.38844,,,9114.700772,7.478729,,7.81278,24.056722,6.626099,93.322563,291.74116,13992.101957,3.520284,,68.919404,1167.564172,,121.638844,,132.319153,0.702208,108.188835,102.198887,,3997.666667,,,1177.077724,0.303626,0.816281,382.148627,8544.606354,1477.921379,173.245378,,13.704003,1.374708,9.334949,17.304793,3611.559864,54.258661,1493.896966,,7.878209,,,34.948842,15.154371,734.194938,19.070903,4.112996,,13.704003,359.450727,32.576737,8.639383,108.930174,1.492102,0.383683,0.978639,3.290253,3.330282,50.99264,159.98923,3.815922,5876.32373,3.510321,4.231287,105.609406,63.278586,903.338718,3.746186,,12.761623,45.116676,9.422366,1.363579,,,543.259738,,,,,8.544247,,13.729133,30.882247,,,2.867528,,5.708849,6.647909,30.203734,2297.163884,25.233351,3658.589032,1.0,34.324179,8580.147191,,,22885.47837,,,588.727338,,,,,588.727338,,107.036439,,,13.879645,12.873811,
2019-07-26,3.671093,79.858245,106.944195,,,,43.328548,1.438453,,,1.745738,1.973174,82.834201,1.747892,0.374305,1813.206531,0.99677,1.349004,6.726808,3.775076,0.993181,,,10.444106,,1.969765,1.315898,,0.990938,,677.839584,,6.863897,3153.149112,560.927687,,0.972546,98.932352,22.88857,173.891979,6.698726,50.264669,119.047192,16.568276,,28.4712,0.897183,2.131976,,0.802889,,,5.368383,,,9099.766374,7.466356,,7.815629,24.018482,6.624798,93.244213,292.420599,13972.725641,3.525301,,69.085771,1165.619953,,121.415755,,132.370357,0.702315,108.648843,101.955859,,3987.43935,,,1182.128118,0.303696,0.814911,381.89485,8531.401041,1506.369998,172.860219,,13.71344,1.374036,9.329804,17.316526,3605.598421,54.282254,1491.476763,,7.864884,,,34.954244,15.152521,739.054369,19.025031,4.11152,,13.71344,359.357617,32.523775,8.674233,108.720617,1.500628,0.383725,0.977032,3.290059,3.36632,51.057779,160.326575,3.818859,5902.027544,3.504217,4.230307,105.517675,63.209223,901.937915,3.746097,,12.763323,45.043065,9.447694,1.367307,,,542.257312,,,,,8.530414,,13.740355,30.899874,,,2.865961,,5.697829,6.63691,30.153418,2293.109546,25.155213,3652.610802,1.0,33.838148,8585.860219,,,22838.686524,,,588.51606,,,,,588.51606,,106.998026,,,14.084694,12.843172,
2019-07-27,3.671093,79.858245,106.944195,,,,43.328548,1.438453,,,1.745738,1.973174,82.834201,1.747892,0.374305,1813.206531,0.99677,1.349004,6.726808,3.775076,0.993181,,,10.444106,,1.969765,1.315898,,0.990938,,677.839584,,6.863897,3153.149112,560.927687,,0.972546,98.932352,22.88857,173.891979,6.698726,50.264669,119.047192,16.568276,,28.4712,0.897183,2.131976,,0.802889,,,5.368383,,,9099.766374,7.466356,,7.815629,24.018482,6.624798,93.244213,292.420599,13972.725641,3.525301,,69.085771,1165.619953,,121.415755,,132.370357,0.702315,108.648843,101.955859,,3987.43935,,,1182.128118,0.303696,0.814911,381.89485,8531.401041,1506.369998,172.860219,,13.71344,1.374036,9.329804,17.316526,3605.598421,54.282254,1491.476763,,7.864884,,,34.954244,15.152521,739.054369,19.025031,4.11152,,13.71344,359.357617,32.523775,8.674233,108.720617,1.500628,0.383725,0.977032,3.290059,3.36632,51.057779,160.326575,3.818859,5902.027544,3.504217,4.230307,105.517675,63.209223,901.937915,3.746097,,12.763323,45.043065,9.447694,1.367307,,,542.257312,,,,,8.530414,,13.740355,30.899874,,,2.865961,,5.697829,6.63691,30.153418,2293.109546,25.155213,3652.610802,1.0,33.838148,8585.860219,,,22838.686524,,,588.51606,,,,,588.51606,,106.998026,,,14.084694,12.843172,
2019-07-28,3.671093,79.858245,106.944195,,,,43.328548,1.438453,,,1.745738,1.973174,82.834201,1.747892,0.374305,1813.206531,0.99677,1.349004,6.726808,3.775076,0.993181,,,10.444106,,1.969765,1.315898,,0.990938,,677.839584,,6.863897,3153.149112,560.927687,,0.972546,98.932352,22.88857,173.891979,6.698726,50.264669,119.047192,16.568276,,28.4712,0.897183,2.131976,,0.802889,,,5.368383,,,9099.766374,7.466356,,7.815629,24.018482,6.624798,93.244213,292.420599,13972.725641,3.525301,,69.085771,1165.619953,,121.415755,,132.370357,0.702315,108.648843,101.955859,,3987.43935,,,1182.128118,0.303696,0.814911,381.89485,8531.401041,1506.369998,172.860219,,13.71344,1.374036,9.329804,17.316526,3605.598421,54.282254,1491.476763,,7.864884,,,34.954244,15.152521,739.054369,19.025031,4.11152,,13.71344,359.357617,32.523775,8.674233,108.720617,1.500628,0.383725,0.977032,3.290059,3.36632,51.057779,160.326575,3.818859,5902.027544,3.504217,4.230307,105.517675,63.209223,901.937915,3.746097,,12.763323,45.043065,9.447694,1.367307,,,542.257312,,,,,8.530414,,13.740355,30.899874,,,2.865961,,5.697829,6.63691,30.153418,2293.109546,25.155213,3652.610802,1.0,33.838148,8585.860219,,,22838.686524,,,588.51606,,,,,588.51606,,106.998026,,,14.084694,12.843172,
2019-07-29,3.669062,78.952569,107.078692,,,,43.251886,1.447628,,,1.747934,1.974129,82.84046,1.750269,0.374147,1817.014014,0.997305,1.348724,6.730057,3.772997,0.993712,,,10.539885,,1.970715,1.316295,,0.992993,,683.911247,,6.86678,3172.385914,561.20194,,0.972871,99.056773,22.947269,173.975925,6.70733,50.259612,119.178944,16.559468,,28.630075,0.898311,2.130794,,0.807761,,,5.374865,,,9104.294287,7.490029,,7.815217,24.028926,6.629536,93.496227,293.303989,13982.213439,3.516888,,68.777398,1166.187567,,121.595401,,133.327345,0.70194,108.587855,102.048149,,3993.981405,,,1182.177506,0.30345,0.815397,382.366152,8535.572943,1505.569529,173.050665,,13.960654,1.374775,9.336148,17.354474,3617.409181,54.347826,1490.208408,,7.873158,,,34.58498,15.144628,739.337046,19.026949,4.118397,,13.960654,358.587855,32.539526,8.711013,108.677686,1.505659,0.383489,0.977542,3.29267,3.325817,50.964786,159.953288,3.835609,5895.975476,3.506917,4.243712,105.650377,63.355641,902.353575,3.744071,,12.756019,45.064678,9.50009,1.369116,,,542.57995,,,,,8.534854,,13.991197,30.823751,,,2.876572,,5.65406,6.640226,30.189544,2292.759612,25.11678,3654.419781,1.0,33.304887,8590.280453,,,22851.239669,,,589.256198,,,,,589.256198,,107.132591,,,14.249461,12.859324,
2019-07-30,3.670735,78.820784,107.12555,,,,43.74226,1.448802,,,1.746208,1.970834,82.737144,1.748452,0.374316,1814.053666,0.995692,1.349726,6.723863,3.777618,0.992013,,,10.545634,,1.967423,1.316432,,0.991654,,681.522032,,6.884143,3188.997577,559.947949,,0.971013,98.958988,23.005385,173.687517,6.700709,50.156152,119.366418,16.566454,,28.582069,0.897424,2.151216,,0.818451,,,5.328547,,,9089.293906,7.487571,,7.81872,23.991744,6.621466,93.412905,293.948667,14012.384457,3.517545,,68.679889,1164.318406,,121.286907,,134.039307,0.702235,108.858476,102.297406,,3989.410302,,,1182.446379,0.303599,0.814054,381.728439,8521.403931,1505.87813,172.76317,,13.981872,1.374405,9.337701,17.416315,3616.440815,54.787759,1485.237369,,7.86054,,,34.604685,15.070448,736.614915,19.058063,4.117293,,13.981872,359.194113,32.485866,8.697927,108.37297,1.507942,0.383649,0.975949,3.297137,3.320291,50.873194,161.042807,3.847617,5868.258099,3.500224,4.241048,105.537108,63.445212,901.01409,3.746208,,12.762272,44.991474,9.482007,1.370098,,,541.595621,,,,,8.520147,,14.011487,30.82563,,,2.86754,,5.614825,6.629184,30.14628,2293.368034,24.925065,3653.4147,1.0,33.549313,8597.146011,,,22811.63062,,,588.674504,,,,,588.674504,,107.026833,,,14.161806,12.833169,
2019-07-31,3.671088,77.917189,106.838143,,,,43.864492,1.454383,,,1.743861,1.972038,82.788134,1.74655,0.37435,1815.289478,0.996146,1.349346,6.728087,3.787327,0.992651,,,10.55207,,1.968632,1.314662,,0.989873,,683.088367,,6.875874,3236.691163,558.818785,,0.972396,98.825954,22.984316,173.794587,6.692328,50.256318,119.268686,16.538806,,28.599211,0.896218,2.154418,,0.82219,,,5.371662,,,9096.164187,7.507259,,7.822459,24.006094,6.6114,93.448647,293.22997,14012.367808,3.484585,,68.770389,1164.993726,,120.406883,,134.289299,0.702276,108.555297,102.410826,,3985.391558,,,1180.319054,0.303639,0.814483,381.761965,8454.292705,1505.646173,172.94318,,14.013264,1.375605,9.323355,17.47625,3623.588457,54.700663,1487.094461,,7.8696,,,34.90769,15.158631,736.377487,19.065693,4.120272,,14.013264,359.159348,32.504929,8.753092,108.540957,1.511113,0.383671,0.976429,3.287507,3.32237,50.7582,159.983868,3.851317,5892.812511,3.502509,4.235795,105.395232,63.523929,902.491486,3.74655,,12.764832,45.017924,9.563452,1.370138,,,542.032622,,,,,8.524825,,14.038358,30.76537,,,2.875605,,5.556282,6.637301,30.152357,2292.794408,24.738304,3660.602258,1.0,33.599211,8623.22979,,,22820.397921,,,587.883133,,,,,587.883133,,106.882954,,,14.180857,12.841011,
2019-08-01,3.67043,78.459176,107.677023,,,,43.812319,1.460079,,,1.757406,1.987536,83.439306,1.759935,0.374277,1829.84104,1.004064,1.356665,6.780979,3.808978,1.000452,,,10.623194,,1.984104,1.319364,,0.993949,,691.356575,,6.874187,3278.630871,563.267702,,0.979949,99.593569,23.200506,175.162572,6.74431,50.601517,119.472543,16.52547,,28.824061,0.903179,2.162301,,0.822616,,,5.408779,,,9167.720376,7.566293,,7.824512,24.192558,6.665824,94.264812,294.190751,14089.595376,3.512374,,68.799675,1174.132948,,121.676301,,135.097543,0.702132,108.796965,102.330202,,4023.211705,,,1185.78396,0.303559,0.8209,384.311777,8520.863259,1515.534682,174.430997,,14.095918,1.387825,9.375903,17.649025,3653.63078,55.13909,1498.825867,,7.936055,,,34.844653,15.239342,729.750723,19.14785,4.138186,,14.095918,361.985188,33.299314,8.85784,109.302746,1.525199,0.38358,0.984194,3.308978,3.348447,50.85802,161.352962,3.871297,5930.635748,3.530076,4.268244,106.168714,63.606395,909.772399,3.745484,,12.779986,45.37211,9.661488,1.374277,,,546.242775,,,,,8.592847,,14.126626,30.674675,,,2.878613,,5.574783,6.689216,30.392883,2305.184249,24.994581,3684.338873,1.0,33.893605,8665.011199,,,23028.359827,,,592.449422,,,,,592.449422,,107.71315,,,14.337428,12.916366,
2019-08-02,3.671089,77.714595,107.392364,,,,44.291904,1.469808,,,1.756296,1.965701,82.525499,1.758642,0.374312,1810.000903,0.99323,1.348678,6.706201,3.835364,0.98962,,,10.610163,,1.962361,1.321238,,0.990071,,688.067515,,6.889972,3222.402834,556.728947,,0.968499,99.530644,23.267262,173.237657,6.738785,50.39805,119.433162,16.558354,,28.511599,0.902609,2.15227,,0.824713,,,5.330445,,,9067.786082,7.468093,,7.822547,23.93086,6.661883,93.410958,295.112375,14114.992328,3.499684,,68.945753,1161.296146,,122.727683,,133.793664,0.702229,107.42576,101.4532,,3981.045311,,,1194.060836,0.303638,0.811896,380.927882,8436.862713,1508.258868,172.641935,,14.211571,1.371604,9.37359,17.511508,3614.856846,55.104251,1486.506002,,7.846105,,,34.894846,15.046484,727.719108,19.219605,4.13855,,14.211571,358.308512,32.937088,8.894395,108.529651,1.525679,0.383699,0.973373,3.308782,3.311671,51.147215,160.194963,3.887896,5850.708548,3.49147,4.271866,106.173842,64.322592,899.891687,3.746548,,12.782742,44.883112,9.65746,1.37711,,,540.030689,,,,,8.498059,,14.235942,30.904414,,,2.887625,,5.599874,6.60538,30.139904,2291.542558,25.018503,3644.281975,1.0,33.652857,8597.256431,,,22749.345609,,,592.075097,,,,,592.075097,,107.645094,,,14.614135,12.777326,
2019-08-03,3.671089,77.714595,107.392364,,,,44.291904,1.469808,,,1.756296,1.965701,82.525499,1.758642,0.374312,1810.000903,0.99323,1.348678,6.706201,3.835364,0.98962,,,10.610163,,1.962361,1.321238,,0.990071,,688.067515,,6.889972,3222.402834,556.728947,,0.968499,99.530644,23.267262,173.237657,6.738785,50.39805,119.433162,16.558354,,28.511599,0.902609,2.15227,,0.824713,,,5.330445,,,9067.786082,7.468093,,7.822547,23.93086,6.661883,93.410958,295.112375,14114.992328,3.499684,,68.945753,1161.296146,,122.727683,,133.793664,0.702229,107.42576,101.4532,,3981.045311,,,1194.060836,0.303638,0.811896,380.927882,8436.862713,1508.258868,172.641935,,14.211571,1.371604,9.37359,17.511508,3614.856846,55.104251,1486.506002,,7.846105,,,34.894846,15.046484,727.719108,19.219605,4.13855,,14.211571,358.308512,32.937088,8.894395,108.529651,1.525679,0.383699,0.973373,3.308782,3.311671,51.147215,160.194963,3.887896,5850.708548,3.49147,4.271866,106.173842,64.322592,899.891687,3.746548,,12.782742,44.883112,9.65746,1.37711,,,540.030689,,,,,8.498059,,14.235942,30.904414,,,2.887625,,5.599874,6.60538,30.139904,2291.542558,25.018503,3644.281975,1.0,33.652857,8597.256431,,,22749.345609,,,592.075097,,,,,592.075097,,107.645094,,,14.614135,12.777326,
2019-08-04,3.671089,77.714595,107.392364,,,,44.291904,1.469808,,,1.756296,1.965701,82.525499,1.758642,0.374312,1810.000903,0.99323,1.348678,6.706201,3.835364,0.98962,,,10.610163,,1.962361,1.321238,,0.990071,,688.067515,,6.889972,3222.402834,556.728947,,0.968499,99.530644,23.267262,173.237657,6.738785,50.39805,119.433162,16.558354,,28.511599,0.902609,2.15227,,0.824713,,,5.330445,,,9067.786082,7.468093,,7.822547,23.93086,6.661883,93.410958,295.112375,14114.992328,3.499684,,68.945753,1161.296146,,122.727683,,133.793664,0.702229,107.42576,101.4532,,3981.045311,,,1194.060836,0.303638,0.811896,380.927882,8436.862713,1508.258868,172.641935,,14.211571,1.371604,9.37359,17.511508,3614.856846,55.104251,1486.506002,,7.846105,,,34.894846,15.046484,727.719108,19.219605,4.13855,,14.211571,358.308512,32.937088,8.894395,108.529651,1.525679,0.383699,0.973373,3.308782,3.311671,51.147215,160.194963,3.887896,5850.708548,3.49147,4.271866,106.173842,64.322592,899.891687,3.746548,,12.782742,44.883112,9.65746,1.37711,,,540.030689,,,,,8.498059,,14.235942,30.904414,,,2.887625,,5.599874,6.60538,30.139904,2291.542558,25.018503,3644.281975,1.0,33.652857,8597.256431,,,22749.345609,,,592.075097,,,,,592.075097,,107.645094,,,14.614135,12.777326,
